A0A024R0T9	GO:0006629	GO:0008150
		GO:0008152
		GO:0044238
		GO:0071704
	GO:0006869	GO:0006810
		GO:0008150
		GO:0051179
		GO:0051234
		GO:0071702
	GO:0008047	GO:0003674
		GO:0030234
		GO:0098772
	GO:0042627	GO:0005575
		GO:0032991
		GO:0032994
		GO:0034358
		GO:1990777
	GO:0043085	GO:0008150
		GO:0044093
		GO:0050790
		GO:0065007
		GO:0065009
A0A024RBG1	GO:0003723	GO:0003674
		GO:0003676
		GO:0005488
		GO:0097159
		GO:1901363
	GO:0005829	GO:0005575
		GO:0110165
	GO:0008486	GO:0003674
		GO:0003824
		GO:0016462
		GO:0016787
		GO:0016817
		GO:0016818
	GO:0046872	GO:0003674
		GO:0005488
		GO:0043167
		GO:0043169
	GO:0052840	GO:0003674
		GO:0003824
		GO:0016462
		GO:0016787
		GO:0016817
		GO:0016818
	GO:0052842	GO:0003674
		GO:0003824
		GO:0016462
		GO:0016787
		GO:0016817
		GO:0016818
A0A075B6H9	GO:0002250	GO:0002376
		GO:0006955
		GO:0008150
		GO:0050896
	GO:0005886	GO:0005575
		GO:0016020
		GO:0110165
	GO:0019814	GO:0005575
		GO:0032991
A0A075B6I0	GO:0002250	GO:0002376
		GO:0006955
		GO:0008150
		GO:0050896
	GO:0005886	GO:0005575
		GO:0016020
		GO:0110165
	GO:0019814	GO:0005575
		GO:0032991
A0A075B6I1	GO:0002250	GO:0002376
		GO:0006955
		GO:0008150
		GO:0050896
	GO:0005886	GO:0005575
		GO:0016020
		GO:0110165
	GO:0019814	GO:0005575
		GO:0032991
A0A075B6I4	GO:0002250	GO:0002376
		GO:0006955
		GO:0008150
		GO:0050896
	GO:0005886	GO:0005575
		GO:0016020
		GO:0110165
	GO:0019814	GO:0005575
		GO:0032991
A0A075B6I9	GO:0002250	GO:0002376
		GO:0006955
		GO:0008150
		GO:0050896
	GO:0005886	GO:0005575
		GO:0016020
		GO:0110165
	GO:0019814	GO:0005575
		GO:0032991
A0A075B6J1	GO:0002250	GO:0002376
		GO:0006955
		GO:0008150
		GO:0050896
	GO:0005886	GO:0005575
		GO:0016020
		GO:0110165
	GO:0019814	GO:0005575
		GO:0032991
A0A075B6J6	GO:0002250	GO:0002376
		GO:0006955
		GO:0008150
		GO:0050896
	GO:0005886	GO:0005575
		GO:0016020
		GO:0110165
	GO:0019814	GO:0005575
		GO:0032991
A0A075B6J9	GO:0002250	GO:0002376
		GO:0006955
		GO:0008150
		GO:0050896
	GO:0005886	GO:0005575
		GO:0016020
		GO:0110165
	GO:0019814	GO:0005575
